author,place of birth,pob_Latitude,pob_Longitude,country of citizenship,coc_Latitude,coc_Longitude,authorLabel,work,workTitle
,,,,Czechoslovakia,50.083333333333,14.416666666667,,,
Josef Hora,Dobříň,50.437665095321,14.293871965427,Czechoslovakia,50.083333333333,14.416666666667,Josef Hora,http://www.wikidata.org/entity/Q96635740,A Book of Czech Verse
,,,,Austria–Hungary,48.2075,16.365,,,
Josef Svatopluk Machar,Kolín,50.028193990808,15.200633745928,Czechoslovakia,50.083333333333,14.416666666667,Josef Svatopluk Machar,http://www.wikidata.org/entity/Q96635740,A Book of Czech Verse
František Halas,Brno,49.195277777778,16.608333333333,Cisleithania,48.5,16.383333333333333,František Halas,http://www.wikidata.org/entity/Q96635740,A Book of Czech Verse
,,,,Czechoslovakia,50.083333333333,14.416666666667,,,
Josef Čapek,Hronov,50.47971690936,16.182393097246,Czechoslovakia,50.083333333333,14.416666666667,Josef Čapek,http://www.wikidata.org/entity/Q80120124,'And so ad infinitum' (The Life of the Insects)
,,,,Austria–Hungary,48.2075,16.365,,,
Ján Kollár,Mošovce,48.9095,18.8876,Austrian Empire,48.2,16.35,Ján Kollár,http://www.wikidata.org/entity/Q96635740,A Book of Czech Verse
Antonin Klášterský,Mirovice,49.51563801896,14.035858574807,Czechoslovakia,50.083333333333,14.416666666667,Antonin Klášterský,http://www.wikidata.org/entity/Q96635740,A Book of Czech Verse
,,,,Austrian Empire,48.2,16.35,,,
,,,,Austria–Hungary,48.2075,16.365,,,
Vítězslav Hálek,Dolínek,50.2256,14.4206,Austrian Empire,48.2,16.35,Vítězslav Hálek,http://www.wikidata.org/entity/Q96635740,A Book of Czech Verse
,,,,Cisleithania,48.5,16.383333333333333,,,
Karel Jaromír Erben,Miletín,50.403861990102,15.682347448838,Austrian Empire,48.2,16.35,Karel Jaromír Erben,http://www.wikidata.org/entity/Q96635740,A Book of Czech Verse
,,,,Austria–Hungary,48.2075,16.365,,,
Jiří Wolker,Prostějov,49.472222222222,17.110555555556,Czechoslovakia,50.083333333333,14.416666666667,Jiří Wolker,http://www.wikidata.org/entity/Q96635740,A Book of Czech Verse
Robert Smythe Hichens,Speldhurst,51.1516,0.2219,United Kingdom,54.6,-2,Robert Smythe Hichens,http://www.wikidata.org/entity/Q85807222,The Fruitful Vine
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Vítězslav Nezval,Biskoupky,49.097724195454,16.281292847763,Czechoslovakia,50.083333333333,14.416666666667,Vítězslav Nezval,http://www.wikidata.org/entity/Q96635740,A Book of Czech Verse
Svatopluk Čech,Ostředek,49.834857374471,14.832350118988,Austria–Hungary,48.2075,16.365,Svatopluk Čech,http://www.wikidata.org/entity/Q96635740,A Book of Czech Verse
Jaroslav Seifert,Žižkov,50.0872,14.4628,Czechoslovakia,50.083333333333,14.416666666667,Jaroslav Seifert,http://www.wikidata.org/entity/Q96635740,A Book of Czech Verse
Otokar Březina,Počátky,49.26025831618,15.240244533546,Czechoslovakia,50.083333333333,14.416666666667,Otokar Březina,http://www.wikidata.org/entity/Q96635740,A Book of Czech Verse
Karel Čapek,Malé Svatoňovice,50.53398249656,16.049873588969,Cisleithania,48.5,16.383333333333333,Karel Čapek,http://www.wikidata.org/entity/Q80120124,'And so ad infinitum' (The Life of the Insects)
,,,,Czechoslovakia,50.083333333333,14.416666666667,,,
František Čelakovský,Strakonice,49.261497897079,13.902396874574,Austrian Empire,48.2,16.35,František Čelakovský,http://www.wikidata.org/entity/Q96635740,A Book of Czech Verse
William Jacob Holland,Jamaica,18.25,-77.5,United States,39.828175,-98.5795,William Jacob Holland,http://www.wikidata.org/entity/Q51451893,The butterfly book a popular guide to a knowledge of the butterflies of North America
,,18,-77,,,,,,
Diamond Jenness,Wellington,-41.288888888889,174.77722222222,Canada,56,-109,Diamond Jenness,http://www.wikidata.org/entity/Q114571786,Arctic Odyssey
,,,,New Zealand,-41.2,174,,,
Eugene K. Balon,Orlová,49.845247990058,18.43015544552,Canada,56,-109,Eugene K. Balon,http://www.wikidata.org/entity/Q51466366,Domestication of the carp Cyprinus carpio L
,,,,Czechoslovakia,50.083333333333,14.416666666667,,,
Bernhard Fernow,Inowrocław,52.795833333333,18.261111111111,Kingdom of Prussia,53,14,Bernhard Fernow,http://www.wikidata.org/entity/Q51450187,"A brief history of forestry in Europe, the United States and other countries"
,,,,United States,39.828175,-98.5795,,,
Brian G. Gardiner,Cashes Green,51.7479,-2.24909,United Kingdom,54.6,-2,Brian G. Gardiner,http://www.wikidata.org/entity/Q51453455,Catalogue of Canadian fossil fishes
Casimir Funk,Warsaw,52.23,21.011111111111113,Poland,52,19,Casimir Funk,http://www.wikidata.org/entity/Q51458098,The comparative value of lard and butter in growth
Frank Thomas Bullen,London,51.507222222222,-0.1275,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,Frank Thomas Bullen,http://www.wikidata.org/entity/Q51460903,"Creatures of the sea being the life stories of some sea birds, beasts, and fishes"
Gabriel Baer,Berlin,52.516666666667,13.383333333333,Israel,31,35,Gabriel Baer,http://www.wikidata.org/entity/Q6883290,"A History of landownership in modern Egypt, 1800-1950"
Stephen Leacock,Hampshire,51.0575,-1.3075,Canada,56,-109,Stephen Leacock,http://www.wikidata.org/entity/Q19084089,The Dawn of Canadian History
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Gilbert White,Selborne,51.097,-0.942,Kingdom of Great Britain,51.5,-0.13333333,Gilbert White,http://www.wikidata.org/entity/Q51419195,Natural history of Selborne and observations on nature
Harold Edward Bindloss,Liverpool,53.407222222222224,-2.9916666666666667,United Kingdom,54.6,-2,Harold Edward Bindloss,http://www.wikidata.org/entity/Q19112373,
Hans Christian Andersen,Odense,55.4,10.383333333333,Kingdom of Denmark,56,10,Hans Christian Andersen,http://www.wikidata.org/entity/Q19019742,Fairy Tales and Other Stories
Sophocles,Colonus,37.995833,23.715278,Classical Athens,37.97222222222222,23.72222222222222,Sophocles,http://www.wikidata.org/entity/Q19098957,Sophocles: The Seven Plays in English Verse
ميلان كونديرا,Královo Pole,49.22555555555556,16.59611111111111,France,47,2,Q93166,http://www.wikidata.org/entity/Q50320091,Žert
,,,,Czech Republic,50,15,,,
,,,,Czechoslovakia,50.083333333333,14.416666666667,,,
,,,,statelessness,,,,,
ميلان كونديرا,Královo Pole,49.22555555555556,16.59611111111111,France,47,2,Q93166,http://www.wikidata.org/entity/Q50326809,Nesnesitelná lehkost bytí
,,,,Czech Republic,50,15,,,
,,,,Czechoslovakia,50.083333333333,14.416666666667,,,
,,,,statelessness,,,,,
ميلان كونديرا,Královo Pole,49.22555555555556,16.59611111111111,France,47,2,Q93166,http://www.wikidata.org/entity/Q50327432,Život je jinde
,,,,Czech Republic,50,15,,,
,,,,Czechoslovakia,50.083333333333,14.416666666667,,,
,,,,statelessness,,,,,
H. G. Wells,Bromley,51.406444444444,0.018305555555556,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,H. G. Wells,http://www.wikidata.org/entity/Q30552268,The Soul of a Bishop
,,,,United Kingdom,54.6,-2,,,
Edward Frederic Benson,Berkshire,51.42,-1,United Kingdom,54.6,-2,Edward Frederic Benson,http://www.wikidata.org/entity/Q19047276,Miss Mapp
Henry Alleyne Nicholson,Penrith,54.6648,-2.7548,United Kingdom,54.6,-2,Henry Alleyne Nicholson,http://www.wikidata.org/entity/Q51413255,Report upon the palaeontology of the province of Ontario
Goldwin Smith,Reading,51.454166666667,-0.97305555555556,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,Goldwin Smith,http://www.wikidata.org/entity/Q5029461,
Thomas Nuttall,Settle,54.072130555556,-2.2818888888889,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,Thomas Nuttall,http://www.wikidata.org/entity/Q51397986,A popular handbook of the birds of Canada and the United States
Ins Choi,South Korea,36,128,Canada,56,-109,Ins Choi,http://www.wikidata.org/entity/Q6408303,
Gerd Westermann,Berlin,52.516666666667,13.383333333333,Germany,51,10,Gerd Westermann,http://www.wikidata.org/entity/Q51478981,"Form, structure and function of shell and siphuncle in coiled Mesozoic ammonoids"
Jean-Henri Fabre,Saint-Léons,44.215555555556,2.9858333333333,France,47,2,Jean-Henri Fabre,http://www.wikidata.org/entity/Q51483908,The glow-worm and other beetles
Jean-Henri Fabre,Saint-Léons,44.215555555556,2.9858333333333,France,47,2,Jean-Henri Fabre,http://www.wikidata.org/entity/Q51483916,The glow-worm and other beetles. Translated by Alexander Teixeira de Mattos
Percy Groom,Wellington,52.7001,-2.5157,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,Percy Groom,http://www.wikidata.org/entity/Q51468129,Elementary botany
Grant Allen,Kingston,44.230555555555554,-76.4811111111111,United States,39.828175,-98.5795,Grant Allen,http://www.wikidata.org/entity/Q51474271,Flashlights on nature
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Thomas Hodgins,Dublin,53.34972222222222,-6.260277777777778,Canada,56,-109,Thomas Hodgins,http://www.wikidata.org/entity/Q51473995,Fishery concessions to the United States in Canada and Newfoundland
Ellis Rowan,Melbourne,-37.814166666666665,144.96305555555554,Australia,-25,133,Ellis Rowan,http://www.wikidata.org/entity/Q51485805,A guide to the trees
Ellis Rowan,Melbourne,-37.814166666666665,144.96305555555554,Australia,-25,133,Ellis Rowan,http://www.wikidata.org/entity/Q51485815,A guide to the wild flowers
Hiromi Goto,Chiba Prefecture,35.60458333333333,140.12319444444444,Japan,35,136,Hiromi Goto,http://www.wikidata.org/entity/Q7743971,
David Bezmozgis,Riga,56.9475,24.106944444444,Canada,56,-109,David Bezmozgis,http://www.wikidata.org/entity/Q6968519,Natasha and Other Stories
Frances Hodgson Burnett,Manchester,53.466666666667,-2.2333333333333,United States,39.828175,-98.5795,Frances Hodgson Burnett,http://www.wikidata.org/entity/Q7739106,
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
,,,,United Kingdom,54.6,-2,,,
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q7203444,Playing with Fire
,,,,Canada,56,-109,,,
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q7191364,Piece of My Heart
,,,,Canada,56,-109,,,
William Kirby,Kingston upon Hull,53.74444444444445,-0.33249999999999996,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,William Kirby,http://www.wikidata.org/entity/Q7737024,The Golden Dog
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q7142918,Past Reason Hated
,,,,Canada,56,-109,,,
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q7738760,The Hanging Valley
,,,,Canada,56,-109,,,
Brian Moore,Belfast,54.596666666666664,-5.93,United Kingdom,54.6,-2,Brian Moore,http://www.wikidata.org/entity/Q7737975,
,,,,Canada,56,-109,,,
Bryan Buchan,Aberdeen,57.15,-2.1,United Kingdom,54.6,-2,Bryan Buchan,http://www.wikidata.org/entity/Q7734847,
Anthony Armstrong,Esquimalt,48.43055556,-123.41472222,Canada,56,-109,Anthony Armstrong,http://www.wikidata.org/entity/Q7092767,
,,48.45,-123.43333,United Kingdom,54.6,-2,,,
Charlotte Gray,Sheffield,53.380833333333335,-1.4702777777777778,United Kingdom,54.6,-2,Charlotte Gray,http://www.wikidata.org/entity/Q6929803,
Doris Lessing,Kermanshah,34.316666666667,47.068611111111,United Kingdom,54.6,-2,Doris Lessing,http://www.wikidata.org/entity/Q7245856,Prisons We Choose to Live Inside
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Jean Little,Taiwan under Japanese rule,24,121,Canada,56,-109,Jean Little,http://www.wikidata.org/entity/Q7103928,Orphan at My Door
Jean Little,Taiwan under Japanese rule,24,121,Canada,56,-109,Jean Little,http://www.wikidata.org/entity/Q6864119,Mine for Keeps
Moyez Gulamhussein Vassanji,Kenya,0.1,38,Canada,56,-109,Moyez Gulamhussein Vassanji,http://www.wikidata.org/entity/Q7044627,
Moyez Gulamhussein Vassanji,Kenya,0.1,38,Canada,56,-109,Moyez Gulamhussein Vassanji,http://www.wikidata.org/entity/Q7741646,The In-Between World of Vikram Lall
Robin Sharma,Port Hawkesbury,45.615277777778,-61.364166666667,Canada,56,-109,Robin Sharma,http://www.wikidata.org/entity/Q17069725,The Monk Who Sold His Ferrari
,,,,Mauritius,-20.2,57.5,,,
William Stevenson,London,51.507222222222,-0.1275,Canada,56,-109,William Stevenson,http://www.wikidata.org/entity/Q7720727,
,,,,United Kingdom,54.6,-2,,,
Brian Moore,Belfast,54.596666666666664,-5.93,United Kingdom,54.6,-2,Brian Moore,http://www.wikidata.org/entity/Q7730467,The Doctor's Wife
,,,,Canada,56,-109,,,
John Moffat,Copenhagen,55.676111111111,12.568888888889,Canada,56,-109,John Moffat,http://www.wikidata.org/entity/Q17148472,
,,,,United Kingdom,54.6,-2,,,
Jack Whyte,Johnstone,55.833333333333,-4.5,United Kingdom,54.6,-2,Jack Whyte,http://www.wikidata.org/entity/Q15093971,
,,,,Canada,56,-109,,,
Martha Ostenso,Haus,60.452180555556,5.4962527777778,Norway,65,11,Martha Ostenso,http://www.wikidata.org/entity/Q8000640,Wild Geese
,,,,United States,39.828175,-98.5795,,,
"Sir Gilbert Parker, 1st Baronet",Camden East,44.3353,-76.8333,United Kingdom,54.6,-2,"Sir Gilbert Parker, 1st Baronet",http://www.wikidata.org/entity/Q7715906,
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Peter C. Newman,Vienna,48.208333333333336,16.3725,Canada,56,-109,Peter C. Newman,http://www.wikidata.org/entity/Q7721136,
,,,,Austria,48,14,,,
Paulette Bourgeois,Winnipeg,49.89555555555555,-97.13861111111112,Canada,56,-109,Paulette Bourgeois,http://www.wikidata.org/entity/Q17107501,
,,,,Kingdom of the Netherlands,52.366666666667,4.8833333333333,,,
Jessica Albarn,London,51.507222222222,-0.1275,United Kingdom,54.6,-2,Jessica Albarn,http://www.wikidata.org/entity/Q7719688,
Jian Ghomeshi,Toronto,43.670277777778,-79.386666666667,Iran,32,53,Jian Ghomeshi,http://www.wikidata.org/entity/Q4580268,
,,,,Canada,56,-109,,,
,,,,United Kingdom,54.6,-2,,,
David Stuart Davies,Huddersfield,53.645,-1.7797222222222,United Kingdom,54.6,-2,David Stuart Davies,http://www.wikidata.org/entity/Q5526492,
Cory Doctorow,Toronto,43.670277777778,-79.386666666667,Canada,56,-109,Cory Doctorow,http://www.wikidata.org/entity/Q5330486,Upload
,,,,United Kingdom,54.6,-2,,,
,,,,United States,39.828175,-98.5795,,,
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q5309477,Dry Bones That Dream
,,,,Canada,56,-109,,,
Cory Doctorow,Toronto,43.670277777778,-79.386666666667,Canada,56,-109,Cory Doctorow,http://www.wikidata.org/entity/Q5330486,Eastern Standard Tribe
,,,,United Kingdom,54.6,-2,,,
,,,,United States,39.828175,-98.5795,,,
Stephen Leacock,Hampshire,51.0575,-1.3075,Canada,56,-109,Stephen Leacock,http://www.wikidata.org/entity/Q4785183,
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Moyez Gulamhussein Vassanji,Kenya,0.1,38,Canada,56,-109,Moyez Gulamhussein Vassanji,http://www.wikidata.org/entity/Q7719303,The Book of Secrets
Moyez Gulamhussein Vassanji,Kenya,0.1,38,Canada,56,-109,Moyez Gulamhussein Vassanji,http://www.wikidata.org/entity/Q7714688,The Assassin's Song
K. A. Bedford,Fremantle,-32.05416666666667,115.7475,Australia,-25,133,K. A. Bedford,http://www.wikidata.org/entity/Q5332985,Eclipse
Tim Winton,Perth,-31.955833333333334,115.85972222222222,Australia,-25,133,Tim Winton,http://www.wikidata.org/entity/Q5303035,
Christopher Sequeira,Sydney,-33.867777777777775,151.21,Australia,-25,133,Christopher Sequeira,http://www.wikidata.org/entity/Q5526492,
Orest Subtelny,Kraków,50.061388888889,19.937222222222,Canada,56,-109,Orest Subtelny,http://www.wikidata.org/entity/Q7878361,Ukraine
K. A. Bedford,Fremantle,-32.05416666666667,115.7475,Australia,-25,133,K. A. Bedford,http://www.wikidata.org/entity/Q7805046,Time Machines Repaired While-U-Wait
Caroline Pignat,Dublin,53.34972222222222,-6.260277777777778,Canada,56,-109,Caroline Pignat,http://www.wikidata.org/entity/Q5603902,Greener Grass: The Famine Years
,Ireland,53,-8,,,,,,
Thomas Henry Huxley,Ealing,51.5111,-0.3058,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,Thomas Henry Huxley,http://www.wikidata.org/entity/Q51495907,Introductory
Thomas Henry Huxley,Ealing,51.5111,-0.3058,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,Thomas Henry Huxley,http://www.wikidata.org/entity/Q51495905,Introductory
Oliver G. Pike,Enfield,51.65222222222222,-0.08083333333333333,United Kingdom,54.6,-2,Oliver G. Pike,http://www.wikidata.org/entity/Q51489931,Home life in bird-land
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Jean-Henri Fabre,Saint-Léons,44.215555555556,2.9858333333333,France,47,2,Jean-Henri Fabre,http://www.wikidata.org/entity/Q51499488,The life of the fly with which are interspersed some chapters of autobiography
Jean-Henri Fabre,Saint-Léons,44.215555555556,2.9858333333333,France,47,2,Jean-Henri Fabre,http://www.wikidata.org/entity/Q51502346,The mason-wasps
Gilbert White,Selborne,51.097,-0.942,Kingdom of Great Britain,51.5,-0.13333333,Gilbert White,http://www.wikidata.org/entity/Q51508372,Natural history of Selborne and observations on nature
George E. Day,Wellington,43.952222222222225,-77.35055555555556,Canada,56,-109,George E. Day,http://www.wikidata.org/entity/Q51504613,Methods of eradication of some of the noxious weeds of Ontario
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
William Henry Hudson,Quilmes Partido,-34.716666666667,-58.266666666667,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,William Henry Hudson,http://www.wikidata.org/entity/Q51488086,A hind in Richmond Park
William Henry Hudson,Quilmes Partido,-34.716666666667,-58.266666666667,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,William Henry Hudson,http://www.wikidata.org/entity/Q51488086,A hind in Richmond Park
Richard Lydekker,Bloomsbury,51.52305555555556,-0.125,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,Richard Lydekker,http://www.wikidata.org/entity/Q51507083,Mostly mammals zoological essays
James Law,Edinburgh,55.95333333333333,-3.1891666666666665,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,James Law,http://www.wikidata.org/entity/Q51490413,The horseman's friend and veterinary adviser
William Jacob Holland,Jamaica,18.25,-77.5,United States,39.828175,-98.5795,William Jacob Holland,http://www.wikidata.org/entity/Q51507093,The moth book a popular guide to a knowledge of the moths of North America
,,18,-77,,,,,,
James Wong,British Hong Kong,22.28,114.16,United States,39.828175,-98.5795,James Wong,http://www.wikidata.org/entity/Q7561043,Final Destination
,Hong Kong,22.278333333333,114.15861111111,,,,,,
Leo Wiener,Białystok,53.116666666667,23.166666666667,Russian Empire,58.65,70.1167,Leo Wiener,http://www.wikidata.org/entity/Q106588793,Bohemia under Hapsburg misrule
,,,,United States,39.828175,-98.5795,,,
Josef Čapek,Hronov,50.47971690936,16.182393097246,Czechoslovakia,50.083333333333,14.416666666667,Josef Čapek,http://www.wikidata.org/entity/Q109878494,Selected Czech Tales
,,,,Austria–Hungary,48.2075,16.365,,,
Otakar Theer,Chernivtsi,48.290833333333,25.934444444444,Austria–Hungary,48.2075,16.365,Otakar Theer,http://www.wikidata.org/entity/Q109878494,Selected Czech Tales
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q7621331,Strange Affair
,,,,Canada,56,-109,,,
Lewis Bernstein Namier,Wola Okrzejska,51.75,22.1333,United Kingdom,54.6,-2,Lewis Bernstein Namier,http://www.wikidata.org/entity/Q109268902,The Czecho-Slovaks
Hall Caine,Runcorn,53.341944444444444,-2.733611111111111,United Kingdom,54.6,-2,Hall Caine,http://www.wikidata.org/entity/Q113292701,Charlie the Cox
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Edmund Dulac,Toulouse,43.60444444444445,1.4433333333333334,France,47,2,Edmund Dulac,http://www.wikidata.org/entity/Q113557538,Edmund Dulac's Picture-book for the French Red Cross
,,,,United Kingdom,54.6,-2,,,
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Edmund Dulac,Toulouse,43.60444444444445,1.4433333333333334,France,47,2,Edmund Dulac,http://www.wikidata.org/entity/Q113557548,Edmund Dulac's Picture-book for the French Red Cross
,,,,United Kingdom,54.6,-2,,,
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
George Maclean Rose,Wick,58.44317,-3.09171,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,George Maclean Rose,http://www.wikidata.org/entity/Q108670698,A Cyclopædia of Canadian Biography
Karel Matěj Čapek-Chod,Domažlice,49.440605680467,12.929798039263,Czechoslovakia,50.083333333333,14.416666666667,Karel Matěj Čapek-Chod,http://www.wikidata.org/entity/Q109878494,Selected Czech Tales
Charles Perrault,Paris,48.85666666666667,2.352222222222222,Kingdom of France,,,Charles Perrault,http://www.wikidata.org/entity/Q113557578,Cinderella
François Vuilleumier,Bern,46.94798,7.44743,Switzerland,46.798562,8.231973,François Vuilleumier,http://www.wikidata.org/entity/Q109444054,Birds of Canada
František Xaver Šalda,Liberec,50.766666666666666,15.05,Austria–Hungary,48.2075,16.365,František Xaver Šalda,http://www.wikidata.org/entity/Q109878494,Selected Czech Tales
,,,,Czechoslovakia,50.083333333333,14.416666666667,,,
Robert Browning,London,51.507222222222,-0.1275,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,Robert Browning,http://www.wikidata.org/entity/Q109413879,Rabbi Ben Ezra and Other Poems
,,,,United Kingdom,54.6,-2,,,
Count Francis Lützow,Hamburg,53.55,10,Cisleithania,48.5,16.383333333333333,Count Francis Lützow,http://www.wikidata.org/entity/Q112876464,Lectures on The Historians of Bohemia
Karel Čapek,Malé Svatoňovice,50.53398249656,16.049873588969,Cisleithania,48.5,16.383333333333333,Karel Čapek,http://www.wikidata.org/entity/Q109878494,Selected Czech Tales
,,,,Czechoslovakia,50.083333333333,14.416666666667,,,
J. M. Barrie,Kirriemuir,56.67362,-3.00503,United Kingdom,54.6,-2,J. M. Barrie,http://www.wikidata.org/entity/Q113257571,A Holiday in Bed
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Růžena Svobodová,Mikulovice,48.956818246818,16.09468156972,Cisleithania,48.5,16.383333333333333,Růžena Svobodová,http://www.wikidata.org/entity/Q109878494,Selected Czech Tales
,,,,Czechoslovakia,50.083333333333,14.416666666667,,,
Karolina Světlá,Prague,50.0875,14.421388888888888,Austria–Hungary,48.2075,16.365,Karolina Světlá,http://www.wikidata.org/entity/Q109878494,Selected Czech Tales
Stephen Leacock,Hampshire,51.0575,-1.3075,Canada,56,-109,Stephen Leacock,http://www.wikidata.org/entity/Q7641568,
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
George A. Birmingham,Belfast,54.596666666666664,-5.93,United Kingdom,54.6,-2,George A. Birmingham,http://www.wikidata.org/entity/Q113277371,The Spy
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Ignát Herrmann,Horní mlýn - Údolí Doubravy,49.7199842,15.6994831,Czechoslovakia,50.083333333333,14.416666666667,Ignát Herrmann,http://www.wikidata.org/entity/Q109878494,Selected Czech Tales
,Chotěboř,49.720765680333,15.67022905709,,,,,,
Jan Neruda,Prague,50.0875,14.421388888888888,Austrian Empire,48.2,16.35,Jan Neruda,http://www.wikidata.org/entity/Q109878494,Selected Czech Tales
Thomas Čapek,Chrášťovice,49.333276255979,13.897065296552,Austrian Empire,48.2,16.35,Thomas Čapek,http://www.wikidata.org/entity/Q106588793,Bohemia under Hapsburg misrule
,,,,Austria–Hungary,48.2075,16.365,,,
,,,,United States,39.828175,-98.5795,,,
Hans Christian Andersen,Odense,55.4,10.383333333333,Kingdom of Denmark,56,10,Hans Christian Andersen,http://www.wikidata.org/entity/Q108907736,The Travelling Companion
Kim Thúy,Ho Chi Minh City,10.775555555555556,106.70194444444445,Vietnam,16,108,Kim Thúy,http://www.wikidata.org/entity/Q16960839,Ru
Marie-Célie Agnant,Port-au-Prince,18.546944444444446,-72.34027777777777,Canada,56,-109,Marie-Célie Agnant,http://www.wikidata.org/entity/Q16968568,Le Livre d'Emma
,,,,India,22.8,83,,,
Ramabai Espinet,San Fernando,10.283333333333,-61.466666666667,Trinidad and Tobago,10.666666666667,-61.516666666667,Ramabai Espinet,http://www.wikidata.org/entity/Q16955838,
Alan Grant,Bristol,51.45361111111111,-2.5975,United Kingdom,54.6,-2,Alan Grant,http://www.wikidata.org/entity/Q24521648,The Loxleys and the War of 1812
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q30667951,Abattoir Blues
,,,,Canada,56,-109,,,
John Moffat,Copenhagen,55.676111111111,12.568888888889,Canada,56,-109,John Moffat,http://www.wikidata.org/entity/Q16966909,
,,,,United Kingdom,54.6,-2,,,
Peter Drucker,Vienna,48.208333333333336,16.3725,United States,39.828175,-98.5795,Peter Drucker,http://www.wikidata.org/entity/Q39059593,
,,,,Austria,48,14,,,
Aurel Ramat,Modane,45.201388888889,6.6733333333333,Canada,56,-109,Aurel Ramat,http://www.wikidata.org/entity/Q30751436,Le Ramat de la typographie
,,,,France,47,2,,,
Jill MacLean,England,53,-1,Canada,56,-109,Jill MacLean,http://www.wikidata.org/entity/Q20926189,
André Alexis,Trinidad and Tobago,10.666666666667,-61.516666666667,Canada,56,-109,André Alexis,http://www.wikidata.org/entity/Q39057402,
Shani Mootoo,Dublin,53.34972222222222,-6.260277777777778,Canada,56,-109,Shani Mootoo,http://www.wikidata.org/entity/Q19961458,
Ting-Xing Ye,Shanghai,31.232222222222223,121.46916666666667,People's Republic of China,35.844722222222224,103.45194444444445,Ting-Xing Ye,http://www.wikidata.org/entity/Q16239708,
,,,,Canada,56,-109,,,
R. D. Lawrence,birth at sea,,,United Kingdom,54.6,-2,R. D. Lawrence,http://www.wikidata.org/entity/Q9170355,
,,,,Canada,56,-109,,,
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q10483431,In a Dry Season
,,,,Canada,56,-109,,,
Serge Lamothe,Quebec City,46.816111,-71.224167,France,47,2,Serge Lamothe,http://www.wikidata.org/entity/Q18610824,Les Baldwin
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q16385094,Bad Boy
,,,,Canada,56,-109,,,
Peter Robinson,Castleford,53.716,-1.356,United Kingdom,54.6,-2,Peter Robinson,http://www.wikidata.org/entity/Q18244568,All the Colors of Darkness
,,,,Canada,56,-109,,,
Josef Škvorecký,Náchod,50.416738226612,16.16297400854,Czech Republic,50,15,Josef Škvorecký,http://www.wikidata.org/entity/Q12046996,
,,,,Canada,56,-109,,,
Lisa Tuttle,Houston,29.762777777778,-95.383055555556,United States,39.828175,-98.5795,Lisa Tuttle,http://www.wikidata.org/entity/Q18385747,"Stranger in the House: The Collected Short Supernatural Fiction, Volume One"
