author,place of birth,pob_Latitude,pob_Longitude,country of citizenship,coc_Latitude,coc_Longitude,authorLabel,work,workTitle
Pierre Léon,Ligré,47.112222222222,0.27527777777778,France,47,2,Pierre Léon,http://www.wikidata.org/entity/Q124957090,Nos Jeunes Années
Pierre Léon,Ligré,47.112222222222,0.27527777777778,France,47,2,Pierre Léon,http://www.wikidata.org/entity/Q124957257,La Nuit la plus courte
Pierre Léon,Ligré,47.112222222222,0.27527777777778,France,47,2,Pierre Léon,http://www.wikidata.org/entity/Q124957287,"Pigou, Fiflard et compagnie"
Sylvain Rivière,Carleton-sur-Mer,48.10166666666667,-66.12194444444444,France,47,2,Sylvain Rivière,http://www.wikidata.org/entity/Q124961449,D'errance en appartenance
Maurice Henrie,Rockland,45.55,-75.2833,France,47,2,Maurice Henrie,http://www.wikidata.org/entity/Q124961288,Donc je suis
,,,,Canada,56,-109,,,
Mélanie Guillaume,France,47,2,France,47,2,Mélanie Guillaume,http://www.wikidata.org/entity/Q124961461,Plurielle
Zoran Vanjaka,Split,43.51,16.44,Croatia,45.25,15.466667,Zoran Vanjaka,http://www.wikidata.org/entity/Q124961403,Louis Riel
Christine Dumitriu Van Saanen,Bucharest,44.41336111111111,26.09777777777778,Canada,56,-109,Christine Dumitriu Van Saanen,http://www.wikidata.org/entity/Q124961407,"L'univers est, donc je suis"
Christine Dumitriu Van Saanen,Bucharest,44.41336111111111,26.09777777777778,Canada,56,-109,Christine Dumitriu Van Saanen,http://www.wikidata.org/entity/Q124961422,Millénaire
Pierre Antoine,Geneva,46.2,6.15,Canada,56,-109,Pierre Antoine,http://www.wikidata.org/entity/Q124957094,Petit Bob et le Bichon Berger
Bathélemy Bolivar,Haiti,19,-72.8,Haiti,19,-72.8,Bathélemy Bolivar,http://www.wikidata.org/entity/Q124957108,Tempo
,,,,Canada,56,-109,,,
Kim Thúy,Ho Chi Minh City,10.775555555555556,106.70194444444445,Vietnam,16,108,Kim Thúy,http://www.wikidata.org/entity/Q124961218,Em
Sylvain Rivière,Carleton-sur-Mer,48.10166666666667,-66.12194444444444,France,47,2,Sylvain Rivière,http://www.wikidata.org/entity/Q124961265,Ah ! pour Atlantique
Françoise Enguehard,Saint Pierre and Miquelon,46.85,-56.3,France,47,2,Françoise Enguehard,http://www.wikidata.org/entity/Q124961850,Le Maître de Conche
,,,,Canada,56,-109,,,
Gérard Fabre,France,47,2,Canada,56,-109,Gérard Fabre,http://www.wikidata.org/entity/Q124962038,Les Fables canadiennes de Jules Verne
,,,,France,47,2,,,
Maurice Constantin-Weyer,Bourbonne-les-Bains,47.953888888889,5.7494444444444,France,47,2,Maurice Constantin-Weyer,http://www.wikidata.org/entity/Q124961144,Un sourire dans la tempête
Maurice Henrie,Rockland,45.55,-75.2833,France,47,2,Maurice Henrie,http://www.wikidata.org/entity/Q124961974,La Maison aux lilas
,,,,Canada,56,-109,,,
Soufiane Chakkouche,Casablanca,33.599166666667,-7.62,Morocco,32,-6,Soufiane Chakkouche,http://www.wikidata.org/entity/Q124961849,Zahra
Gaston Ndaleghana Mumbere,Democratic Republic of the Congo,-2.88,23.656111111111112,Canada,56,-109,Gaston Ndaleghana Mumbere,http://www.wikidata.org/entity/Q124961201,Le Déchirement
,,,,Democratic Republic of the Congo,-2.88,23.656111111111112,,,
Eddy Garnier,Hinche,19.15,-72.016666666667,Haiti,19,-72.8,Eddy Garnier,http://www.wikidata.org/entity/Q124961166,Rictus
,,19.144636,-72.006262,Canada,56,-109,,,
Elsie Suréna,Port-au-Prince,18.546944444444446,-72.34027777777777,Haiti,19,-72.8,Elsie Suréna,http://www.wikidata.org/entity/Q124961859,Amours jaunies suivi de Miscellanées
Jean-Baptiste Mubalutila Mbizi,Democratic Republic of the Congo,-2.88,23.656111111111112,Canada,56,-109,Jean-Baptiste Mubalutila Mbizi,http://www.wikidata.org/entity/Q124961245,Toronto-Raleigh-Kinshasa
Jean Mohsen Fahmy,Cairo,30.044444444444444,31.235833333333332,Canada,56,-109,Jean Mohsen Fahmy,http://www.wikidata.org/entity/Q124961164,Par-delà les frontières
Jean Mohsen Fahmy,Cairo,30.044444444444444,31.235833333333332,Canada,56,-109,Jean Mohsen Fahmy,http://www.wikidata.org/entity/Q124961977,La Sultane dévoilée
Angèle Bassolé-Ouédraogo,Abidjan,5.3363888888889,-4.0266666666667,Ivory Coast,8,-6,Angèle Bassolé-Ouédraogo,http://www.wikidata.org/entity/Q124957341,Cantate pour un Soleil libre
,,,,Canada,56,-109,,,
Angèle Bassolé-Ouédraogo,Abidjan,5.3363888888889,-4.0266666666667,Ivory Coast,8,-6,Angèle Bassolé-Ouédraogo,http://www.wikidata.org/entity/Q124958142,Sahéliennes
,,,,Canada,56,-109,,,
Hédi Bouraoui,Sfax,34.74,10.76,Canada,56,-109,Hédi Bouraoui,http://www.wikidata.org/entity/Q124957950,La Femme d'entre les lignes
,,,,French protectorate of Tunisia,36.8333,10.15,,,
,,,,Tunisia,34,10,,,
Martine L. Jacquot,La Ferté-Gaucher,48.7825,3.3052777777778,France,47,2,Martine L. Jacquot,http://www.wikidata.org/entity/Q124958006,Au gré du vent…
Jean-François Somain,Paris,48.85666666666667,2.352222222222222,France,47,2,Jean-François Somain,http://www.wikidata.org/entity/Q3212780,La Semaine des diamants
Maurice Henrie,Rockland,45.55,-75.2833,France,47,2,Maurice Henrie,http://www.wikidata.org/entity/Q124957337,Aveux et Confidences
,,,,Canada,56,-109,,,
Évelyne Foëx,France,47,2,France,47,2,Évelyne Foëx,http://www.wikidata.org/entity/Q124957414,Quelques Saisons avec elles
,,,,Canada,56,-109,,,
Christine Dumitriu Van Saanen,Bucharest,44.41336111111111,26.09777777777778,Canada,56,-109,Christine Dumitriu Van Saanen,http://www.wikidata.org/entity/Q124961469,Poèmes pour l'univers
Georges Bugnet,Chalon-sur-Saône,46.781111111111,4.8538888888889,France,47,2,Georges Bugnet,http://www.wikidata.org/entity/Q124961465,Poèmes de Bugnet
,,,,Canada,56,-109,,,
Louis Riel,Saint Boniface,49.9,-97.1,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,Louis Riel,http://www.wikidata.org/entity/Q124961472,Poésies religieuses et poétiques
,,,,Canada,56,-109,,,
Angèle Delaunois,Granville,48.838055555556,-1.5869444444444,France,47,2,Angèle Delaunois,http://www.wikidata.org/entity/Q124961483,La Nouvelle Vie de Madame Bouteille
Diya Lim,Mauritius,-20.2,57.5,Canada,56,-109,Diya Lim,http://www.wikidata.org/entity/Q124960742,La petite fille qui ne rêvait jamais
Jean-Louis Grosmaire,Abidjan,5.3363888888889,-4.0266666666667,Canada,56,-109,Jean-Louis Grosmaire,http://www.wikidata.org/entity/Q124958038,Franche-Comté - Québec
Monia Mazigh,Tunisia,34,10,Canada,56,-109,Monia Mazigh,http://www.wikidata.org/entity/Q124958029,Du pain et du jasmin
Melchior Mbonimpa,Burundi,-3.666667,29.816667,Canada,56,-109,Melchior Mbonimpa,http://www.wikidata.org/entity/Q124957352,"Diangombé, l'immortel"
Carlos Taveira,Angola,-12.35,17.35,Canada,56,-109,Carlos Taveira,http://www.wikidata.org/entity/Q124957347,De la racine des orages
,,,,Angola,-12.35,17.35,,,
Carlos Taveira,Angola,-12.35,17.35,Canada,56,-109,Carlos Taveira,http://www.wikidata.org/entity/Q125305615,Mots et Marées
,,,,Angola,-12.35,17.35,,,
Nalo Hopkinson,Kingston,17.971388888889,-76.793055555556,Canada,56,-109,Nalo Hopkinson,http://www.wikidata.org/entity/Q3212402,Brown Girl in the Ring
,,,,Jamaica,18.18,-77.4,,,
Anouk'chet Suong,Cambodia,12.5,105,Canada,56,-109,Anouk'chet Suong,http://www.wikidata.org/entity/Q124961949,Anouk'chet
Didier Périès,Toulouse,43.60444444444445,1.4433333333333334,France,47,2,Didier Périès,http://www.wikidata.org/entity/Q125305338,Mystères à Natagamau
,,,,Canada,56,-109,,,
Didier Périès,Toulouse,43.60444444444445,1.4433333333333334,France,47,2,Didier Périès,http://www.wikidata.org/entity/Q125693265,Mystères à Natagamau
,,,,Canada,56,-109,,,
Frédéric Gayer,France,47,2,Canada,56,-109,Frédéric Gayer,http://www.wikidata.org/entity/Q124961275,Comptines et cuisine
Marie-Claude Hansenne,City of Brussels,50.846666666666664,4.351666666666667,Canada,56,-109,Marie-Claude Hansenne,http://www.wikidata.org/entity/Q124957361,En toutes lettres
Toufik El Hadj-Moussa,Algeria,28,1,Canada,56,-109,Toufik El Hadj-Moussa,http://www.wikidata.org/entity/Q124961403,Louis Riel
Wanda Jemly,Cameroon,5.133333333333334,12.65,Canada,56,-109,Wanda Jemly,http://www.wikidata.org/entity/Q124961439,"Oh, Achouka !"
Loïs de Cornulier,Sainte-Blandine,46.2575,-0.26666666666667,France,47,2,Loïs de Cornulier,http://www.wikidata.org/entity/Q124957554,La Douce Fille et la Grosse Bête
Monique Genuist,Lorraine,48.6,6.4872222222222,France,47,2,Monique Genuist,http://www.wikidata.org/entity/Q124957264,Paroles de chat
,,,,Canada,56,-109,,,
George Reid,Johnstone,55.833333333333,-4.5,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,George Reid,http://www.wikidata.org/entity/Q19078686,The Australian Commonwealth and her relation to the British Empire
Craig Stone,London,51.507222222222,-0.1275,United Kingdom,54.6,-2,Craig Stone,http://www.wikidata.org/entity/Q125195575,Manuel de rédaction à l'usage des militaires
Catherine Laratte,France,47,2,Canada,56,-109,Catherine Laratte,http://www.wikidata.org/entity/Q124962012,Nu-pieds dans la rosée
Marie-Claude Hansenne,City of Brussels,50.846666666666664,4.351666666666667,Canada,56,-109,Marie-Claude Hansenne,http://www.wikidata.org/entity/Q124961846,Vignettes africaines
Christel Larosière,Provence,44,6,Canada,56,-109,Christel Larosière,http://www.wikidata.org/entity/Q124957067,Le Manuscrit
,,,,France,47,2,,,
Hédi Bouraoui,Sfax,34.74,10.76,Canada,56,-109,Hédi Bouraoui,http://www.wikidata.org/entity/Q124960994,Les Jumelles de l'oncle Sam
,,,,French protectorate of Tunisia,36.8333,10.15,,,
,,,,Tunisia,34,10,,,
Jean-Louis Grosmaire,Abidjan,5.3363888888889,-4.0266666666667,Canada,56,-109,Jean-Louis Grosmaire,http://www.wikidata.org/entity/Q124961586,Acadissima
Melchior Mbonimpa,Burundi,-3.666667,29.816667,Canada,56,-109,Melchior Mbonimpa,http://www.wikidata.org/entity/Q124961505,Le Totem des Baranda
William Saunders,Crediton,50.7924,-3.6514,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,William Saunders,http://www.wikidata.org/entity/Q51438659,Agriculture in Canada
William Saunders,Crediton,50.7924,-3.6514,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,William Saunders,http://www.wikidata.org/entity/Q51438509,Agricultural colleges and experimental farm stations with suggestions relating to experimental agriculture in Canada
William Saunders,Crediton,50.7924,-3.6514,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,William Saunders,http://www.wikidata.org/entity/Q51438648,L'agriculture en Canada
William Saunders,Crediton,50.7924,-3.6514,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,William Saunders,http://www.wikidata.org/entity/Q51443299,Arbres et arbrisseaux essayés en Manitoba et dans les Territoires du Nord-Ouest
Emmanuel Delporte,Voiron,45.363333333333,5.59,Canada,56,-109,Emmanuel Delporte,http://www.wikidata.org/entity/Q124961601,Daisy et Gaspard au royaume de Nayfan
,,,,France,47,2,,,
Andrew Lawson,Anstruther,56.2234,-2.70274,United Kingdom,54.6,-2,Andrew Lawson,http://www.wikidata.org/entity/Q51425412,"The geology of Steeprock Lake, Ontario"
,,,,United States,39.828175,-98.5795,,,
Joseph Frederick Whiteaves,Oxford,51.751944444444,-1.2577777777778,Canada,56,-109,Joseph Frederick Whiteaves,http://www.wikidata.org/entity/Q51399591,"Report on an exploration of Ekwan River, Sutton Mill Lakes and part of the west coast of James Bay"
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Joseph Frederick Whiteaves,Oxford,51.751944444444,-1.2577777777778,Canada,56,-109,Joseph Frederick Whiteaves,http://www.wikidata.org/entity/Q51404854,... Catalogue of the marine Invertebrata of eastern Canada
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Joseph Frederick Whiteaves,Oxford,51.751944444444,-1.2577777777778,Canada,56,-109,Joseph Frederick Whiteaves,http://www.wikidata.org/entity/Q51420644,Mesozoic fossils
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
Maurice Henrie,Rockland,45.55,-75.2833,France,47,2,Maurice Henrie,http://www.wikidata.org/entity/Q124960987,Le Poids du temps
,,,,Canada,56,-109,,,
Maurice Henrie,Rockland,45.55,-75.2833,France,47,2,Maurice Henrie,http://www.wikidata.org/entity/Q124961558,Odette
,,,,Canada,56,-109,,,
Mélanie Leblanc,Rouen,49.443055555556,1.1025,France,47,2,Mélanie Leblanc,http://www.wikidata.org/entity/Q124961602,Dans l'accent de la Baie
James Hartley Ashworth,Accrington,53.75337,-2.36384,United Kingdom,54.6,-2,James Hartley Ashworth,http://www.wikidata.org/entity/Q51441873,"Annelids, parasitic worms, Protozoans, etc. Part J Polychaeta (supplementary)"
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
George Jennings Hinde,Norwich,52.62861111111111,1.2927777777777778,United Kingdom,54.6,-2,George Jennings Hinde,http://www.wikidata.org/entity/Q51437674,Additional notes on fossil sponges and other organic remains from the Quebec Group at Little Metis on the lower St. Lawrence
Elena Martinez,Spain,40.2,-3.5,Spain,40.2,-3.5,Elena Martinez,http://www.wikidata.org/entity/Q124960996,Les Sept Amis
,,,,Canada,56,-109,,,
Paul Roux,Marseille,43.296666666667,5.3763888888889,Canada,56,-109,Paul Roux,http://www.wikidata.org/entity/Q124960986,Le Monstre du lac Baker
,,,,France,47,2,,,
Dany Laferrière,Port-au-Prince,18.546944444444446,-72.34027777777777,Haiti,19,-72.8,Dany Laferrière,http://www.wikidata.org/entity/Q3205334,L'Énigme du retour
,,,,Canada,56,-109,,,
Andy Demaret,Belgium,50.641111111111,4.6680555555556,Canada,56,-109,Andy Demaret,http://www.wikidata.org/entity/Q124960995,Les Mathémagiciens
Eva Illouz,Fez,34.04333333333334,-5.003333333333333,France,47,2,Eva Illouz,http://www.wikidata.org/entity/Q132767069,"Sociétés en mouvement, sociologie en changement"
,,,,Israel,31,35,,,
Leopoldo Múnera Ruíz,Bogotá,4.60971,-74.08175,Colombia,4,-73.25,Leopoldo Múnera Ruíz,http://www.wikidata.org/entity/Q132767069,"Sociétés en mouvement, sociologie en changement"
Vinciane Despret,Anderlecht,50.839166666666664,4.329722222222222,Belgium,50.641111111111,4.6680555555556,Vinciane Despret,http://www.wikidata.org/entity/Q132767069,"Sociétés en mouvement, sociologie en changement"
Sylvain Rivière,Carleton-sur-Mer,48.10166666666667,-66.12194444444444,France,47,2,Sylvain Rivière,http://www.wikidata.org/entity/Q124961537,Les Joueries du vent sur la mer
Margaret Maruani,Tunis,36.800833333333,10.18,France,47,2,Margaret Maruani,http://www.wikidata.org/entity/Q132767069,"Sociétés en mouvement, sociologie en changement"
Augustin Abel Hector Léveillé,Le Mans,48.004166666667,0.19694444444444,France,47,2,Augustin Abel Hector Léveillé,http://www.wikidata.org/entity/Q51398093,Petite flore de la Mayenne
Marcel Fournier,Bordeaux,44.837777777778,-0.57944444444444,France,47,2,Marcel Fournier,http://www.wikidata.org/entity/Q132767069,"Sociétés en mouvement, sociologie en changement"
Nathalie Heinich,6th arrondissement of Marseille,43.2875,5.3808333333333,France,47,2,Nathalie Heinich,http://www.wikidata.org/entity/Q132767069,"Sociétés en mouvement, sociologie en changement"
Gilbert Troutet,Switzerland,46.798562,8.231973,Canada,56,-109,Gilbert Troutet,http://www.wikidata.org/entity/Q124961560,Peines Perdues
,,,,Switzerland,46.798562,8.231973,,,
Michel Grossetti,Toulouse,43.60444444444445,1.4433333333333334,France,47,2,Michel Grossetti,http://www.wikidata.org/entity/Q132767069,"Sociétés en mouvement, sociologie en changement"
Suzanne Kemenang,Cameroon,5.133333333333334,12.65,Canada,56,-109,Suzanne Kemenang,http://www.wikidata.org/entity/Q124961543,Les Visages de la francophonie
Sylvain Rivière,Carleton-sur-Mer,48.10166666666667,-66.12194444444444,France,47,2,Sylvain Rivière,http://www.wikidata.org/entity/Q124962004,Les Animots de A à Z
Paul Roux,Marseille,43.296666666667,5.3763888888889,Canada,56,-109,Paul Roux,http://www.wikidata.org/entity/Q124962022,Le Revenant de la Baie Sainte-Marie
,,,,France,47,2,,,
François Dimberton,Villeneuve-Saint-Georges,48.7325,2.4497222222222,France,47,2,François Dimberton,http://www.wikidata.org/entity/Q124961964,Jardin de mots
Maurice Constantin-Weyer,Bourbonne-les-Bains,47.953888888889,5.7494444444444,France,47,2,Maurice Constantin-Weyer,http://www.wikidata.org/entity/Q124961867,Avec plus ou moins de rire
Devon Clunis,Jamaica,18.18,-77.4,Canada,56,-109,Devon Clunis,http://www.wikidata.org/entity/Q124961987,Le Petit Garçon qui venait de la Jamaïque
David Baudemont,Thann,47.806666666667,7.1044444444444,Canada,56,-109,David Baudemont,http://www.wikidata.org/entity/Q124961868,Les Beaux Jours
Caroline Hurtut,France,47,2,France,47,2,Caroline Hurtut,http://www.wikidata.org/entity/Q124958047,La Mystérieuse Boutique de Monsieur Bottom
Magali Ben,Toulouse,43.60444444444445,1.4433333333333334,France,47,2,Magali Ben,http://www.wikidata.org/entity/Q124958047,La Mystérieuse Boutique de Monsieur Bottom
Loïs de Cornulier,Sainte-Blandine,46.2575,-0.26666666666667,France,47,2,Loïs de Cornulier,http://www.wikidata.org/entity/Q124957956,Le Chien et Kakasbal
Paul Roux,Marseille,43.296666666667,5.3763888888889,Canada,56,-109,Paul Roux,http://www.wikidata.org/entity/Q124961491,Le Chien d'or de Québec
,,,,France,47,2,,,
Pierre Léon,Ligré,47.112222222222,0.27527777777778,France,47,2,Pierre Léon,http://www.wikidata.org/entity/Q124957946,Humour en coin
Melchior Mbonimpa,Burundi,-3.666667,29.816667,Canada,56,-109,Melchior Mbonimpa,http://www.wikidata.org/entity/Q124962087,"Au sommet du Nanzerwé, il s'est assis et il a pleuré"
Hédi Bouraoui,Sfax,34.74,10.76,Canada,56,-109,Hédi Bouraoui,http://www.wikidata.org/entity/Q124957533,Pierre Léon
,,,,French protectorate of Tunisia,36.8333,10.15,,,
,,,,Tunisia,34,10,,,
Marie-Leontine Tsibinda,Kouilou Department,-4.233333333333333,11.933333333333334,Republic of the Congo,-0.75,15.383330555556,Marie-Leontine Tsibinda,http://www.wikidata.org/entity/Q124961823,Monsieur Maillardville
,,,,Canada,56,-109,,,
Marie-Célie Agnant,Port-au-Prince,18.546944444444446,-72.34027777777777,Canada,56,-109,Marie-Célie Agnant,http://www.wikidata.org/entity/Q124962054,Un petit bonheur tout rond
,,,,India,22.8,83,,,
Georges Bugnet,Chalon-sur-Saône,46.781111111111,4.8538888888889,France,47,2,Georges Bugnet,http://www.wikidata.org/entity/Q124957490,Nipsya
,,,,Canada,56,-109,,,
Sylvain Rivière,Carleton-sur-Mer,48.10166666666667,-66.12194444444444,France,47,2,Sylvain Rivière,http://www.wikidata.org/entity/Q124961585,Abécéterre
Paul Roux,Marseille,43.296666666667,5.3763888888889,Canada,56,-109,Paul Roux,http://www.wikidata.org/entity/Q124957469,Le Miroir magique
,,,,France,47,2,,,
Pierre Léon,Ligré,47.112222222222,0.27527777777778,France,47,2,Pierre Léon,http://www.wikidata.org/entity/Q124957530,Le Papillon à bicyclette
Maurice Henrie,Rockland,45.55,-75.2833,France,47,2,Maurice Henrie,http://www.wikidata.org/entity/Q124957461,Mémoire vive
,,,,Canada,56,-109,,,
Évelyne Voldeng,Brittany,48,-3,France,47,2,Évelyne Voldeng,http://www.wikidata.org/entity/Q124957471,Moi Ève Sophie Marie
Philippe Garigue,Manchester,53.466666666667,-2.2333333333333,United Kingdom,54.6,-2,Philippe Garigue,http://www.wikidata.org/entity/Q124957437,Les Lieux de ma mémoire
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
,,,,Canada,56,-109,,,
Christine Dumitriu Van Saanen,Bucharest,44.41336111111111,26.09777777777778,Canada,56,-109,Christine Dumitriu Van Saanen,http://www.wikidata.org/entity/Q124957462,Mémoires de la terre
Christine Dumitriu Van Saanen,Bucharest,44.41336111111111,26.09777777777778,Canada,56,-109,Christine Dumitriu Van Saanen,http://www.wikidata.org/entity/Q124957478,Mondialisation et Identité
Ingrid Alesich,Tasmania,-42,147,Australia,-25,133,Ingrid Alesich,http://www.wikidata.org/entity/Q124961951,Artémis vole au secours de la planète
,,,,Canada,56,-109,,,
Guy Armel Bayegnak,Cameroon,5.133333333333334,12.65,Canada,56,-109,Guy Armel Bayegnak,http://www.wikidata.org/entity/Q124961833,"Poids plume, poids d'or"
Jean Mineur,City of Brussels,50.846666666666664,4.351666666666667,Canada,56,-109,Jean Mineur,http://www.wikidata.org/entity/Q124957449,La Lumière cachée
,,,,Belgium,50.641111111111,4.6680555555556,,,
Elena Martinez,Spain,40.2,-3.5,Spain,40.2,-3.5,Elena Martinez,http://www.wikidata.org/entity/Q124961873,C pour cirque
,,,,Canada,56,-109,,,
Bernhard Fernow,Inowrocław,52.795833333333,18.261111111111,Kingdom of Prussia,53,14,Bernhard Fernow,http://www.wikidata.org/entity/Q51458786,Conditions forestières de la Nouvelle-Écosse
,,,,United States,39.828175,-98.5795,,,
Bernhard Fernow,Inowrocław,52.795833333333,18.261111111111,Kingdom of Prussia,53,14,Bernhard Fernow,http://www.wikidata.org/entity/Q51458788,Conditions forestières de la Nouvelle-Écosse
,,,,United States,39.828175,-98.5795,,,
Magali Ben,Toulouse,43.60444444444445,1.4433333333333334,France,47,2,Magali Ben,http://www.wikidata.org/entity/Q124962054,Un petit bonheur tout rond
Jack Whyte,Johnstone,55.833333333333,-4.5,United Kingdom,54.6,-2,Jack Whyte,http://www.wikidata.org/entity/Q3792608,Clothar the Frank
,,,,Canada,56,-109,,,
Jack Whyte,Johnstone,55.833333333333,-4.5,United Kingdom,54.6,-2,Jack Whyte,http://www.wikidata.org/entity/Q3792608,The Lance Thrower
,,,,Canada,56,-109,,,
Jack Whyte,Johnstone,55.833333333333,-4.5,United Kingdom,54.6,-2,Jack Whyte,http://www.wikidata.org/entity/Q3795869,
,,,,Canada,56,-109,,,
Brian Moore,Belfast,54.596666666666664,-5.93,United Kingdom,54.6,-2,Brian Moore,http://www.wikidata.org/entity/Q3828831,Lies of Silence
,,,,Canada,56,-109,,,
Jack Whyte,Johnstone,55.833333333333,-4.5,United Kingdom,54.6,-2,Jack Whyte,http://www.wikidata.org/entity/Q3795874,The Saxon Shore
,,,,Canada,56,-109,,,
Jack Whyte,Johnstone,55.833333333333,-4.5,United Kingdom,54.6,-2,Jack Whyte,http://www.wikidata.org/entity/Q3824278,The Singing Sword
,,,,Canada,56,-109,,,
Jack Whyte,Johnstone,55.833333333333,-4.5,United Kingdom,54.6,-2,Jack Whyte,http://www.wikidata.org/entity/Q3823560,The Skystone
,,,,Canada,56,-109,,,
Jack Whyte,Johnstone,55.833333333333,-4.5,United Kingdom,54.6,-2,Jack Whyte,http://www.wikidata.org/entity/Q3794017,The Fort at River's Bend
,,,,Canada,56,-109,,,
Rodney Saint-Éloi,Cavaellon,18.3,-73.65,Haiti,19,-72.8,Rodney Saint-Éloi,http://www.wikidata.org/entity/Q124962249,Les racistes n’ont jamais vu la mer
Sheila Liu,People's Republic of China,35.844722222222224,103.45194444444445,Canada,56,-109,Sheila Liu,http://www.wikidata.org/entity/Q125175949,Derrière cette porte… / 去年今日此门中 / Behind this door…
,,,,People's Republic of China,35.844722222222224,103.45194444444445,,,
Faezeh Fayz,Tehran,35.68888888888889,51.389722222222225,Canada,56,-109,Faezeh Fayz,http://www.wikidata.org/entity/Q125175947,Le Loup et les trois chevreaux / گرگ و سه بزغاله / The Wolf and the Three Baby Goats
,,,,Iran,32,53,,,
Christine Adjahi Gnimagnon,Zounzounmè,7.16653,1.97947,Benin,8.8333333333333,2.1833333333333,Christine Adjahi Gnimagnon,http://www.wikidata.org/entity/Q125175952,Pourquoi le ciel s'éloigna de la terre / لماذا ابتعدت السماء عن الأرض / Why the Sky Moved Away from the Earth
Samia Taqi,London,51.507222222222,-0.1275,United Kingdom,54.6,-2,Samia Taqi,http://www.wikidata.org/entity/Q125175952,Pourquoi le ciel s'éloigna de la terre / لماذا ابتعدت السماء عن الأرض / Why the Sky Moved Away from the Earth
,,,,Canada,56,-109,,,
William Saunders,Crediton,50.7924,-3.6514,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,William Saunders,http://www.wikidata.org/entity/Q51448521,Blé Ladoga
William Saunders,Crediton,50.7924,-3.6514,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,William Saunders,http://www.wikidata.org/entity/Q51450909,Bulletin / Central Experimental Farm
William Saunders,Crediton,50.7924,-3.6514,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,William Saunders,http://www.wikidata.org/entity/Q51455504,Le chardon russe ou Herbe roulante de Russie
David Rüst,Nienburg/Weser,52.641111111111,9.2069444444444,Germany,51,10,David Rüst,http://www.wikidata.org/entity/Q51459783,Contributions to the micro-palæontology of the Cambro-Silurian rocks of Canada.
Paul Roux,Marseille,43.296666666667,5.3763888888889,Canada,56,-109,Paul Roux,http://www.wikidata.org/entity/Q124962045,Les Soucoupes de la Péninsule
,,,,France,47,2,,,
Joseph Frederick Whiteaves,Oxford,51.751944444444,-1.2577777777778,Canada,56,-109,Joseph Frederick Whiteaves,http://www.wikidata.org/entity/Q51454440,Catalogue of the marine Invertebrata of eastern Canada
,,,,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,,,
K. G. Andrew Hamilton,Nottingham,52.955,-1.1491666666667,United Kingdom,54.6,-2,K. G. Andrew Hamilton,http://www.wikidata.org/entity/Q51456474,Cicadelles des arbres ornementaux et fruitiers du Canada
Thomas Rupert Jones,London,51.507222222222,-0.1275,United Kingdom of Great Britain and Ireland,51.50722222222,-0.1275,Thomas Rupert Jones,http://www.wikidata.org/entity/Q51459783,Contributions to the micro-palæontology of the Cambro-Silurian rocks of Canada.
Alf Dannevig,Flødevigen,58.42598912567704,8.75336297058207,Norway,65,11,Alf Dannevig,http://www.wikidata.org/entity/Q51447559,Biology of Atlantic waters of Canada Canadian fish-eggs and larvæ
,Hisøy Municipality,58.42888889,8.74361111,,,,,,
Faezeh Fayz,Tehran,35.68888888888889,51.389722222222225,Canada,56,-109,Faezeh Fayz,http://www.wikidata.org/entity/Q125175971,Le Loup et les trois chevreaux / The Wolf and the Three Baby Goats
,,,,Iran,32,53,,,
Hassina Bouzidi,Abidjan,5.3363888888889,-4.0266666666667,Algeria,28,1,Hassina Bouzidi,http://www.wikidata.org/entity/Q125195573,Cendrillon de quatre continents
Hédi Bouraoui,Sfax,34.74,10.76,Canada,56,-109,Hédi Bouraoui,http://www.wikidata.org/entity/Q124960854,Paris berbère
,,,,French protectorate of Tunisia,36.8333,10.15,,,
,,,,Tunisia,34,10,,,
Christine Dumitriu Van Saanen,Bucharest,44.41336111111111,26.09777777777778,Canada,56,-109,Christine Dumitriu Van Saanen,http://www.wikidata.org/entity/Q125175974,On Reality / Sur la réalité
Patrick Baert,Brussels-Capital Region,50.846666666666664,4.3525,Belgium,50.641111111111,4.6680555555556,Patrick Baert,http://www.wikidata.org/entity/Q125195573,Cendrillon de quatre continents
René Bonnière,Lyon,45.7675,4.835,France,47,2,René Bonnière,http://www.wikidata.org/entity/Q124960863,Sisyphe amoureux
,,,,Canada,56,-109,,,
