work,workLabel,relation,date,language,languageLabel,country,countryLabel,place,placeLabel,lat,lon,origWork,origTitle
http://www.wikidata.org/entity/Q692347,Crime and Punishment,based_on,1956-11-27T00:00:00Z,,,http://www.wikidata.org/entity/Q142,France,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q3454137,The Gambler,based_on,1975-08-08T00:00:00Z,,,http://www.wikidata.org/entity/Q30,United States,,,,,http://www.wikidata.org/entity/Q223688,The Gambler
http://www.wikidata.org/entity/Q8911249,Crime and Punishment,based_on,2002-01-01T00:00:00Z,,,http://www.wikidata.org/entity/Q159,Russia,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q4377498,Crime and Punishment,based_on,,,,,,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q777727,From the House of the Dead,based_on,2000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q9056,Czech,,,,,,,http://www.wikidata.org/entity/Q1161171,The House of the Dead
http://www.wikidata.org/entity/Q7730725,The Double,based_on,2014-04-03T00:00:00Z,,,http://www.wikidata.org/entity/Q145,United Kingdom,,,,,http://www.wikidata.org/entity/Q1192975,The Double
http://www.wikidata.org/entity/Q1195947,The Murderer Dimitri Karamazov,based_on,1931-01-01T00:00:00Z,,,http://www.wikidata.org/entity/Q183,Germany,,,,,http://www.wikidata.org/entity/Q183157,The Brothers Karamazov
http://www.wikidata.org/entity/Q4421721,The Ugly Story,based_on,1966-01-01T00:00:00Z,,,http://www.wikidata.org/entity/Q15180,Soviet Union,,,,,http://www.wikidata.org/entity/Q2069884,A Nasty Story
http://www.wikidata.org/entity/Q751846,Partner,based_on,1968-09-23T00:00:00Z,,,http://www.wikidata.org/entity/Q38,Italy,,,,,http://www.wikidata.org/entity/Q1192975,The Double
http://www.wikidata.org/entity/Q3454137,The Gambler,based_on,1976-08-21T00:00:00Z,,,http://www.wikidata.org/entity/Q30,United States,,,,,http://www.wikidata.org/entity/Q223688,The Gambler
http://www.wikidata.org/entity/Q5946529,White Nights,based_on,2002-01-01T00:00:00Z,,,http://www.wikidata.org/entity/Q794,Iran,,,,,http://www.wikidata.org/entity/Q600461,White Nights
http://www.wikidata.org/entity/Q4083026,White Nights,based_on,1960-02-19T00:00:00Z,,,http://www.wikidata.org/entity/Q15180,Soviet Union,,,,,http://www.wikidata.org/entity/Q600461,White Nights
http://www.wikidata.org/entity/Q1074519,Student,based_on,2012-01-01T00:00:00Z,,,http://www.wikidata.org/entity/Q232,Kazakhstan,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q2657630,Crime and Punishment,based_on,1983-01-01T00:00:00Z,,,http://www.wikidata.org/entity/Q33,Finland,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q692347,Crime and Punishment,based_on,1958-03-14T00:00:00Z,,,http://www.wikidata.org/entity/Q142,France,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q7757837,The Possessed,based_on,,,,,,,,,,http://www.wikidata.org/entity/Q329989,Demons
http://www.wikidata.org/entity/Q3454137,The Gambler,based_on,1977-03-15T00:00:00Z,,,http://www.wikidata.org/entity/Q30,United States,,,,,http://www.wikidata.org/entity/Q223688,The Gambler
http://www.wikidata.org/entity/Q873302,Raskolnikow,based_on,1923-01-01T00:00:00Z,,,http://www.wikidata.org/entity/Q183,Germany,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q692347,Crime and Punishment,based_on,1958-09-15T00:00:00Z,,,http://www.wikidata.org/entity/Q142,France,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q3454137,The Gambler,based_on,1975-12-04T00:00:00Z,,,http://www.wikidata.org/entity/Q30,United States,,,,,http://www.wikidata.org/entity/Q223688,The Gambler
http://www.wikidata.org/entity/Q692347,Crime and Punishment,based_on,1957-11-11T00:00:00Z,,,http://www.wikidata.org/entity/Q142,France,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q2386746,The Possessed,based_on,1988-01-01T00:00:00Z,,,http://www.wikidata.org/entity/Q142,France,,,,,http://www.wikidata.org/entity/Q329989,Demons
http://www.wikidata.org/entity/Q1978763,Crime and Punishment,based_on,1970-08-01T00:00:00Z,,,http://www.wikidata.org/entity/Q15180,Soviet Union,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q4197943,The Idiot,based_on,2003-05-23T00:00:00Z,,,http://www.wikidata.org/entity/Q159,Russia,,,,,http://www.wikidata.org/entity/Q210784,The Idiot
http://www.wikidata.org/entity/Q692347,Crime and Punishment,based_on,1957-04-26T00:00:00Z,,,http://www.wikidata.org/entity/Q142,France,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q4085932,Possessed,based_on,,,,http://www.wikidata.org/entity/Q159,Russia,,,,,http://www.wikidata.org/entity/Q329989,Demons
http://www.wikidata.org/entity/Q3454137,The Gambler,based_on,1975-07-17T00:00:00Z,,,http://www.wikidata.org/entity/Q30,United States,,,,,http://www.wikidata.org/entity/Q223688,The Gambler
http://www.wikidata.org/entity/Q692347,Crime and Punishment,based_on,1960-03-30T00:00:00Z,,,http://www.wikidata.org/entity/Q142,France,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q14757331,Vasvaseye sheitan,based_on,1967-01-01T00:00:00Z,,,http://www.wikidata.org/entity/Q794,Iran,,,,,http://www.wikidata.org/entity/Q183157,The Brothers Karamazov
http://www.wikidata.org/entity/Q5185478,Crime and Punishment,based_on,1951-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1321,Spanish,http://www.wikidata.org/entity/Q96,Mexico,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
